codigo_municipio_ibge,pib_per_capita_preco_corrente,atividade_maior_valor_ad_bruto
317080,22457.68,Demais serviços
317090,9037.7,"Administração, defesa, educação e saúde públicas e seguridade social"
317100,43090.61,Demais serviços
317103,10049.78,"Administração, defesa, educação e saúde públicas e seguridade social"
317107,21136.08,"Produção florestal, pesca e aquicultura"
317110,32305.56,"Agricultura, inclusive apoio à agricultura e a pós colheita"
317115,10561.66,"Administração, defesa, educação e saúde públicas e seguridade social"
317120,20876.8,Demais serviços
317130,22472.92,Demais serviços
317140,13305.54,"Administração, defesa, educação e saúde públicas e seguridade social"
317150,13276.07,"Administração, defesa, educação e saúde públicas e seguridade social"
317160,9030.64,"Administração, defesa, educação e saúde públicas e seguridade social"
317170,18837.01,Demais serviços
317180,15536.94,Demais serviços
317190,10291.99,"Administração, defesa, educação e saúde públicas e seguridade social"
317200,30276.85,Indústrias de transformação
317210,24050.74,"Administração, defesa, educação e saúde públicas e seguridade social"
317220,11996.43,"Administração, defesa, educação e saúde públicas e seguridade social"
320010,16381.42,"Administração, defesa, educação e saúde públicas e seguridade social"
320013,19988.55,"Administração, defesa, educação e saúde públicas e seguridade social"
320016,15215.01,"Administração, defesa, educação e saúde públicas e seguridade social"
320020,16835.23,Demais serviços
320030,25296.31,Demais serviços
320035,12352.51,"Administração, defesa, educação e saúde públicas e seguridade social"
320040,34679.39,Demais serviços
320050,13791.42,"Administração, defesa, educação e saúde públicas e seguridade social"
320060,43460,Indústrias de transformação
320070,26150.2,"Administração, defesa, educação e saúde públicas e seguridade social"
320080,27672.34,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
320090,22369.64,Demais serviços
320100,15245.58,"Administração, defesa, educação e saúde públicas e seguridade social"
320110,18178.47,Demais serviços
320115,21022.54,"Agricultura, inclusive apoio à agricultura e a pós colheita"
320120,25235.59,Demais serviços
320130,26634.35,Demais serviços
320140,29086.42,Demais serviços
320150,30949.91,Demais serviços
320160,16360.16,"Administração, defesa, educação e saúde públicas e seguridade social"
320170,18835.39,"Administração, defesa, educação e saúde públicas e seguridade social"
320180,16137.32,"Administração, defesa, educação e saúde públicas e seguridade social"
320190,24786.25,Demais serviços
320200,24492.79,Demais serviços
320210,15839.26,"Administração, defesa, educação e saúde públicas e seguridade social"
320220,18345.92,Demais serviços
320225,19450.98,"Administração, defesa, educação e saúde públicas e seguridade social"
320230,18016.73,Demais serviços
320240,18272.89,Demais serviços
320245,14250.85,"Administração, defesa, educação e saúde públicas e seguridade social"
320250,21550.77,Demais serviços
320255,17645.21,"Administração, defesa, educação e saúde públicas e seguridade social"
320260,21866.76,Demais serviços
320265,18975.86,"Agricultura, inclusive apoio à agricultura e a pós colheita"
320270,19704.26,Demais serviços
320280,93609.55,Indústrias extrativas
320290,20637.28,Demais serviços
320300,18145.39,Demais serviços
320305,20973.92,Demais serviços
320310,12173.08,"Administração, defesa, educação e saúde públicas e seguridade social"
320313,22928.77,Demais serviços
320316,14277.54,"Administração, defesa, educação e saúde públicas e seguridade social"
320320,37766.15,Demais serviços
320330,10924.32,"Administração, defesa, educação e saúde públicas e seguridade social"
320332,93156.7,Indústrias extrativas
320334,29182.12,Demais serviços
320335,17400.13,Demais serviços
320340,18762.12,Demais serviços
320350,19453.8,Demais serviços
320360,15935.37,"Administração, defesa, educação e saúde públicas e seguridade social"
320370,19837.11,"Administração, defesa, educação e saúde públicas e seguridade social"
320380,13041.68,"Administração, defesa, educação e saúde públicas e seguridade social"
320390,23957.48,Demais serviços
320400,11996.28,"Administração, defesa, educação e saúde públicas e seguridade social"
320405,13216.66,"Administração, defesa, educação e saúde públicas e seguridade social"
320410,24968.29,Demais serviços
320420,26545.5,Indústrias extrativas
320425,11836.09,"Administração, defesa, educação e saúde públicas e seguridade social"
320430,301474.89,Indústrias extrativas
320435,22149.04,"Agricultura, inclusive apoio à agricultura e a pós colheita"
320440,17699.99,"Administração, defesa, educação e saúde públicas e seguridade social"
320450,23088.3,"Agricultura, inclusive apoio à agricultura e a pós colheita"
320455,37073.21,"Pecuária, inclusive apoio à pecuária"
320460,20767.54,Demais serviços
320465,29612.66,Indústrias de transformação
320470,17575.59,Demais serviços
320480,16407.93,"Administração, defesa, educação e saúde públicas e seguridade social"
320490,19404.96,Demais serviços
320495,16621.26,"Administração, defesa, educação e saúde públicas e seguridade social"
320500,47567.82,Demais serviços
320501,17704.35,"Administração, defesa, educação e saúde públicas e seguridade social"
320503,16977.93,"Administração, defesa, educação e saúde públicas e seguridade social"
320506,25055.72,Demais serviços
320510,45523.9,Comércio e reparação de veículos automotores e motocicletas
320515,16261.2,"Administração, defesa, educação e saúde públicas e seguridade social"
320517,22498.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
320520,25115.27,Demais serviços
320530,69628.4,Demais serviços
330010,51816.01,Demais serviços
330015,18754.87,"Administração, defesa, educação e saúde públicas e seguridade social"
330020,26276.01,Demais serviços
330022,30752.45,"Administração, defesa, educação e saúde públicas e seguridade social"
330023,60447.32,Demais serviços
330025,59910.14,Indústrias extrativas
330030,24500.58,Demais serviços
330040,31943.28,Demais serviços
330045,17079.09,"Administração, defesa, educação e saúde públicas e seguridade social"
330050,31398.53,Demais serviços
330060,23373.4,Demais serviços
330070,40530.43,Demais serviços
330080,20494.38,"Administração, defesa, educação e saúde públicas e seguridade social"
330090,26109.56,"Administração, defesa, educação e saúde públicas e seguridade social"
330093,26481.62,"Administração, defesa, educação e saúde públicas e seguridade social"
330095,56829.17,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
330100,46641.88,Demais serviços
330110,37588.77,Indústrias de transformação
330115,27577,"Administração, defesa, educação e saúde públicas e seguridade social"
330120,30557.41,"Administração, defesa, educação e saúde públicas e seguridade social"
330130,35133.8,Demais serviços
330140,17978.19,"Administração, defesa, educação e saúde públicas e seguridade social"
330150,18801.97,"Administração, defesa, educação e saúde públicas e seguridade social"
330160,20742.44,"Administração, defesa, educação e saúde públicas e seguridade social"
330170,50997.67,Demais serviços
330180,19377.75,"Administração, defesa, educação e saúde públicas e seguridade social"
330185,19142.34,"Administração, defesa, educação e saúde públicas e seguridade social"
330187,19625.18,"Administração, defesa, educação e saúde públicas e seguridade social"
330190,22338.03,"Administração, defesa, educação e saúde públicas e seguridade social"
330200,65543.64,Demais serviços
330205,25525.78,"Administração, defesa, educação e saúde públicas e seguridade social"
330210,27226.38,Demais serviços
330220,31955.92,Demais serviços
330225,143113.69,Indústrias de transformação
330227,13826.86,"Administração, defesa, educação e saúde públicas e seguridade social"
330230,22728.28,"Administração, defesa, educação e saúde públicas e seguridade social"
330240,58618.72,Demais serviços
330245,35356.73,"Administração, defesa, educação e saúde públicas e seguridade social"
330250,18027.9,"Administração, defesa, educação e saúde públicas e seguridade social"
330260,58605.59,Demais serviços
330270,216519.52,Indústrias extrativas
330280,19639.01,"Administração, defesa, educação e saúde públicas e seguridade social"
330285,14333.14,"Administração, defesa, educação e saúde públicas e seguridade social"
330290,23290.31,Demais serviços
330300,23411.36,"Administração, defesa, educação e saúde públicas e seguridade social"
330310,21061.01,"Administração, defesa, educação e saúde públicas e seguridade social"
330320,18346.58,Demais serviços
330330,79464.67,Demais serviços
330340,29721.91,Demais serviços
330350,20895.09,Demais serviços
330360,19013.7,"Administração, defesa, educação e saúde públicas e seguridade social"
330370,29184.9,Demais serviços
330380,39657.61,Demais serviços
